ගාන්ධි	PER
පරපුර	O
නැවතත්	O
පාලනය	O
පැමිණීම	O
මෙහි	O
දී	O
ප්‍රධාන	O
කරුණ	O
වේ	O
.	O
එහෙත්	O
භාරතීය	ORG
ජනතා	ORG
පක්ෂයට	ORG
ඉන්දියානු	NE
ජනතාවට	O
පෙන්වා	O
දීමට	O
උත්සාහ	O
කළේ	O
සෝනියා	PER
ගාන්ධි	PER
සම්ප්‍රදායික	O
ඉන්දියානු	NE
ගැහැනියක්	O
නොවන	O
බව	O
ය	O
.	O
එහෙත්	O
රජිව්	PER
ගාන්ධිගේ	PER
පුත්	O
රාහුල්	PER
සහ	O
දියණිය	O
ප්‍රියංකා	PER
පමණක්	O
නොව	O
රජිව්ගේ	PER
සහෝදරයා	O
වූ	O
සංජය	PER
ගාන්ධිගේ	PER
පුත්‍රයා	O
ද	O
මෙවර	O
දේශපාලන	O
කරලියට	O
පැමිණියහ	O
.	O
ආසියාවේ	LOC
පවතින	O
සම්ප්‍රදායික	O
පවුල්	O
වාදය	O
මතු	O
වුණු	O
අවස්ථාවක්	O
වුව	O
කොංග්‍රසයේ	ORG
ජයග්‍රහණයට	O
ප්‍රධාන	O
සාධකය	O
ලෙස	O
එය	O
පමණක්	O
බල	O
නොපෑව	O
ද	O
"	O
ගාන්ධි	PER
"	O
යන	O
නාමයේ	O
මතකය	O
ඉන්දියානු	NE
ජනතාව	O
අමතක	O
නොකරති	O
.	O
රාහුල්	PER
-	O
ප්‍රියංකා	PER
සොයුරු	O
-	O
සොයුරින්	O
කෙරෙහි	O
විශ්වාසයක්	O
ජනතාව	O
තුළ	O
තිබිණි	O
.	O
අලුත්	O
ආණ්ඩුවේ	O
අභියෝග	O
ඉන්දීය	ORG
කොංග්‍රස්	ORG
පක්ෂයත්	ORG
,	O
වාමාංශික	ORG
පක්ෂයත්	ORG
එක්ව	O
ගොඩ	O
නගන	O
සන්ධාන	O
ආණ්ඩුවට	O
අභියෝග	O
රැසක්	O
ඇත	O
.	O
භාරතීය	NE
ජනතාවගේ	O
මෙතෙක්	O
නොවිසඳුණු	O
මූලික	O
ගැටලුවලට	O
විසැඳුම්	O
ඔව්හු	O
අපේක්ෂා	O
කරති	O
.	O
හැටහත්කෝටි	O
පනස්	O
ලක්ෂයක	O
ඡන්ද	O
දායක	O
පිරිසක්	O
ලියාපදිංචි	O
වී	O
සිටින	O
ඉන්දියාවේ	LOC
කොංග්‍රසයේ	ORG
ගමන	O
රැඳී	O
ඇත්තේ	O
ද	O
වජ්පායිට	PER
ජනතාව	O
ඉගැන්	O
වූ	O
පාඩම්	O
මතයි	O
.	O
තම	O
තමන්ගේ	O
මනදොළ	O
සපුරා	O
ගන්නට	O
ගිය	O
හොත්	O
කොංග්‍රසය	ORG
ද	O
එළියට	O
යවන්නට	O
ඉන්දීය	NE
ජනතාව	O
සූදානම්	O
ය	O
.	O
එය	O
අපේ	O
රටට	O
ද	O
පොදු	O
ය	O
.	O
අපේ	O
රටේ	O
අලුත්	O
ආණ්ඩුවට	O
ද	O
ඒ	O
හා	O
සමාන	O
අභියෝග	O
රැසක්	O
ඇත	O
.	O
ආණ්ඩුවක්	O
ජනතාව	O
ප්‍රතික්ෂේප	O
කළේ	O
ඇයිද	O
යන්න	O
සලකා	O
බලා	O
ඊට	O
විකල්ප	O
ව	O
සාර්ථක	O
හා	O
සැබෑ	O
විසැඳුම්	O
ලබා	O
නොදුණහොත්	O
විකල්ප	O
ආණ්ඩුවක්	O
නැවත	O
කරලියට	O
රැගෙන	O
ඒමට	O
ජනතාව	O
පසුබට	O
වන්නේ	O
ද	O
නැත	O
.	O
සුමිත්	PER
මායාදුන්නේ	PER
ඉන්දීය	NE
දේශපාලන	O
ඉන්ගම්මාරුවේ	O
ශ්‍රී	LOC
ලංකා	LOC
ගැළපීම	O
ඉන්දීය	NE
මැතිවරණයේ	O
ප්‍රතිඵලය	O
මෙන්ම	O
නව	O
අගමැති	O
පදවියත්	O
ආකස්මික	O
සම්ප්‍රාප්තියක්	O
සේ	O
ගත	O
හැකි	O
ය	O
.	O
එලෙස	O
ම	O
මේ	O
නව	O
පරිවර්තනය	O
ඉදිරියේ	O
ඇති	O
අභියෝගයන්	O
ද	O
සුළු	O
-	O
පටු	O
නොවේ	O
.	O
දුප්පතුන්ට	O
සංවර්ධනයේ	O
ප්‍රතිලාභ	O
ලබා	O
දීමත්	O
,	O
දේශපාලන	O
ස්ථාවරත්වය	O
රැක	O
ගැනීමත්	O
,	O
ඉන්දු	NE
–	O
පාකිස්තානු	NE
සාම	O
සාකච්ඡා	O
ඉදිරිය	O
ගෙනැ	O
යාමත්	O
බරපතළ	O
අභියෝග	O
වේ	O
.	O
ලංකාවේ	LOC
දේශපාලන	O
පසුබිමත්	O
මීට	O
සමාන	O
නොවේ	O
ද	O
?	O
ලන්ඩන්	LOC
විත්ති	O
සුමිත්	PER
කඩවතගේ	PER
ලන්ඩන්	LOC
නුවර	O
සිට	O
.	O
බ්‍රිතාන්‍ය	LOC
මහා	LOC
පුස්තකාලයේ	LOC
සැඟවී	O
ගිය	O
අපේ	O
පොත්	O
පත්	O
බ්‍රිතාන්‍ය	LOC
කෞතුකාගාරය	LOC
විසින්	O
ශතක	O
ගණනාවක්	O
තිස්සේ	O
රැස්	O
කරන	O
ලද	O
හා	O
බ්‍රිතාන්‍ය	LOC
මහා	LOC
පුස්තකාලය	LOC
විසින්	O
ප්‍රතිසංස්කරණය	O
ලද	O
සිංහල	O
අත්	O
පිටපත්	O
හා	O
මුද්‍රිත	O
පොත්	O
පත්	O
රාශියක්	O
තවමත්	O
බ්‍රිතාන්‍ය	LOC
පුස්තකාලය	LOC
තුළ	O
සැඟවී	O
ඇති	O
බව	O
නොරහසකි	O
.	O
මෙම	O
ග්‍රන්ථ	O
කන්දරාව	O
අතර	O
කීර්තියට	O
පත්	O
"	O
හියු	PER
නෙවිල්	PER
"	O
විසින්	O
ගොනු	O
කරන	O
ලද	O
තල්	O
කොළයෙහි	O
ලියැවුණු	O
අත්	O
පිටපත්	O
2227ක්	O
සහ	O
තවත්	O
ශත	O
වර්ෂ	O
ගණනාවකට	O
නෑකම්	O
කියන	O
ග්‍රන්ථ	O
රාශියක්	O
පුස්	O
වදිමින්	O
පුස්තකාලයේ	O
මුල්ලක	O
ඇති	O
බව	O
පසුගිය	O
දා	O
දැනගන්නට	O
ලැබිණි	O
.	O
බෞද්ධ	O
දර්ශනය	O
ඉතිහාසයේ	O
නොයෙකුත්	O
ක්‍රියාකාරකම්	O
,	O
භූ	O
විද්‍යාව	O
,	O
ලෝ	O
විස්තර	O
,	O
මානව	O
විද්‍යාව	O
,	O
ව්‍යාකරණය	O
,	O
ශබ්ද	O
කෝෂ	O
විද්‍යාව	O
,	O
ඡන්දස්	O
ශාස්ත්‍රය	O
,	O
ලෞඛික	O
බෞද්ධ	O
ගායනා	O
,	O
හෙළ	O
වෙද	O
හෙදකම	O
,	O
පුරාණ	O
චාරිත්‍ර	O
වාරිත්‍ර	O
,	O
අපේ	O
ආචාර	O
ධර්ම	O
,	O
විද්‍යාව	O
හා	O
මායා	O
,	O
විජ්ජා	O
ගැන	O
ලියැවුණු	O
මෙවන්	O
අගනා	O
ග්‍රන්ථයන්	O
සමූහයක්	O
ශ්‍රී	LOC
ලංකාවෙන්	LOC
හෝ	O
ලෝකයේ	O
වෙනත්	O
කිසිම	O
තැනකින්	O
සොයා	O
ගත	O
නොහැක	O
.	O
මේ	O
ගැන	O
අප	O
දැනුවත්	O
කළ	O
ආචාර්ය	O
සුනිල්	PER
කාරියකරවන	PER
මහතා	O
පවසා	O
සිටියේ	O
මෙහි	O
වටිනාකම	O
වචනින්	O
කිව	O
නොහැකි	O
බව	O
යි	O
.	O
එතුමා	O
පවසන	O
අන්දමට	O
එය	O
අපට	O
ලැබුණු	O
නිධානයකි	O
.	O
නමුත්	O
මෙවන්	O
සම්පතකින්	O
කිසිදු	O
ප්‍රයෝජනයක්	O
නොගෙන	O
මුල්ලකට	O
විසිකර	O
තිබීම	O
කොතරම්	O
කනගාටුදායක	O
ද	O
?	O
නව	O
භාරකාරත්වයකට	O
පත්	O
වූ	O
පසු	O
මේ	O
තත්ත්වය	O
උද්ගත	O
වූයේ	O
යැයි	O
කාරියකරවන	PER
මහතා	O
පවසයි	O
.	O
තවත්	O
කනගාටුදායක	O
සිද්ධියක්	O
වන්නේ	O
1980න්	O
පසු	O
ව	O
කිසිම	O
ග්‍රන්ථයක්	O
ශ්‍රී	LOC
ලංකාවෙන්	LOC
පුස්තකාලය	O
වෙත	O
නොඑවීමයි	O
.	O
පුස්තකාල	O
නිලධාරීන්	O
මේවායේ	O
වටිනාකම	O
අවබෝධ	O
කොට	O
ගෙන	O
තිබිය	O
දී	O
අපේ	O
බලධාරීන්	O
හෝ	O
ශ්‍රී	NE
ලාංකික	NE
පුරවැසියන්	O
මෙසේ	O
අකර්මණ්‍ය	O
තත්ත්වයකට	O
මෙම	O
පොත්	O
පත්	O
දමා	O
තිබීම	O
මොනතරම්	O
අවසනාවක්	O
ද	O
?	O
පුස්තකාල	O
නිලධාරීන්	O
අතීතයේ	O
කිහිප	O
විටක්	O
මෙම	O
වටිනාකම	O
තේරුම්	O
ගෙන	O
වැඩදායි	O
වැඩ	O
පිළිවෙළක්	O
සූදානම්	O
කිරීමට	O
උත්සාහ	O
ගත්ත	O
ද	O
ශ්‍රී	O
ලාංකිකයින්ගේ	O
මන්දෝත්සාහය	O
නිසා	O
අඩපණ	O
වී	O
ඇත	O
.	O
කෙසේ	O
හෝ	O
නව	O
පුස්තකාල	O
පරිපාලනය	O
මේ	O
වටිනාකම	O
නැවතත්	O
අවබෝධ	O
කර	O
ගෙන	O
සති	O
10ක්	O
වැනි	O
සුළු	O
කාලයක්	O
සඳහා	O
හෝ	O
ආචාර්ය	O
සුනිල්	PER
කාරියකරවන	PER
මහතා	O
පුස්තකාලයේ	O
සිංහල	NE
පාලක	O
වශයෙන්	O
පත්	O
කර	O
ඇත	O
.	O
ඉතාමත්	O
සුළු	O
කාලයක්	O
තුළදී	O
හැකි	O
පමණින්	O
4000කට	O
අධික	O
වූ	O
මෙම	O
ග්‍රන්ථයන්	O
ලැයිස්තු	O
ගත	O
කිරීමේ	O
කටයුත්ත	O
ආරම්භ	O
කොට	O
ඇත	O
.	O
ග්‍රන්ථවල	O
ඇති	O
පුළුල්	O
බව	O
සහ	O
විෂය	O
සම්භාරය	O
අධික	O
නිසා	O
එවැනි	O
සුළු	O
කාලයකදී	O
එය	O
නිම	O
කිරීම	O
ඉතාම	O
අපහසු	O
කාර්යයක්	O
බව	O
ඒ	O
මහතා	O
පැවසීය	O
.	O
නමුත්	O
ඊට	O
වඩා	O
දීර්ඝ	O
කාලයක්	O
සඳහා	O
එම	O
වගකීම	O
ඔහු	O
වෙත	O
පැවරීමට	O
පුස්තකාල	O
පරිපාලනයට	O
අපහසු	O
වීම	O
තුළින්	O
මෙම	O
මහඟු	O
කාර්යය	O
නැවතත්	O
වතාවක්	O
අඩපණ	O
වේදෝ	O
සැකයක්	O
දැන්	O
මතුවී	O
තිබේ	O
.	O
ආචාර්ය	O
කාරියකරවන	PER
මහතාගේ	O
උත්සාහය	O
එතනින්	O
නොනැවතී	O
වගකිව	O
යුතු	O
සියලු	O
දෙනාම	O
මේ	O
පිළිබඳව	O
දැනුවත්	O
කිරීමට	O
ද	O
ඔහු	O
වෙහෙස	O
දැරීය	O
.	O
මෙහි	O
ප්‍රතිඵලයක්	O
ලෙස	O
පුස්තකාල	O
පරිපාලනය	O
බ්‍රිතාන්‍යයේ	LOC
පිහිටි	O
ශ්‍රී	LOC
ලංකා	LOC
මහ	LOC
කොමසාරිස්	LOC
කාර්යාලයේ	LOC
නිලධාරීන්	O
සමග	O
සාකච්ඡා	O
ආරම්භ	O
කිරීමටත්	O
ඒ	O
තුළින්	O
බ්‍රිතාන්‍ය	LOC
පුස්තකාල	LOC
අධිකාරියට	O
මෙහි	O
යථාර්ථය	O
පහදා	O
දීමටත්	O
ගිවිස	O
ගෙන	O
ඇත	O
.	O
පළමු	O
සැසිවාරය	O
හෙට	O
(	O
29වැනි	O
දා	O
)	O
ශ්‍රී	LOC
ලංකා	LOC
මහ	LOC
කොමසාරිස්	LOC
කාර්යාලයේ	LOC
දී	O
පැවැත්වෙන	O
අතර	O
මේ	O
ගැන	O
හිත	O
ඇති	O
සියලුම	O
ශ්‍රී	O
ලාංකිකයන්ට	O
සුනිල්	PER
කාරියකරවන	PER
මහතා	O
ඉතා	O
සාදරයෙන්	O
ඇරයුම්	O
කිරීමට	O
ද	O
අමතක	O
නොකළේ	O
ය	O
.	O
එම	O
උත්සාහය	O
සාර්ථක	O
වී	O
පුස්තකාල	O
අධිකාරිය	O
විසින්	O
ඒ	O
මහතාට	O
මෙම	O
කාර්යය	O
තවදුරටත්	O
කර	O
ගෙන	O
යාමට	O
අවසර	O
දුනහොත්	O
12වැනි	O
සියවසේ	O
පන්	O
කොළවල	O
ලියවුණු	O
කවි	NE
සිළුමිණ	NE
වැනි	O
අපේ	O
උතුම්	O
ග්‍රන්ථයන්	O
පරිගණක	O
අන්තර්ජාල	O
සහ	O
වෙබ්	O
අඩවි	O
තුළින්	O
ලොව	O
පුරා	O
සිටින	O
ශ්‍රී	O
ලාංකිකයන්ට	O
කියවීමේ	O
මහඟු	O
අවස්ථාවක්	O
උදාවනු	O
ඇතැයි	O
කාරියකරවන	PER
මහතා	O
වැඩිදුරටත්	O
පැවසීය	O
.	O
ඉරාක	NE
යුද්ධයට	O
වසරක්	O
පිරෙන	O
දා	O
ලන්ඩනය	LOC
පුරා	O
යුද	O
විරෝධී	O
රැළි	O
ඉරාකයට	NE
විරුද්ධ	O
ව	O
දියත්	O
කළ	O
යුද්ධයට	O
වසරක්	O
පිරෙන	O
දිනයේ	O
දී	O
මුළු	O
ලන්ඩනය	LOC
පුරා	O
දහස්	O
සංඛ්‍යාත	O
පිරිස්	O
විසින්	O
ඒ	O
වෙනුවෙන්	O
විරෝධය	O
පළ	O
කරමින්	O
උද්ඝෝෂණ	O
රැළි	O
පවත්වන	O
ලදී	O
.	O
ට්‍රැපල්ගා	LOC
චත්‍රරශ්‍රයේ	LOC
දී	O
ආරම්භ	O
වූ	O
මේ	O
රැළිය	O
පැය	O
ගණනක්	O
තිස්සේ	O
පැවැති	O
අතර	O
වඩාත්	O
කැපී	O
පෙනෙන	O
සිද්ධිය	O
බවට	O
පත්	O
වූයේ	O
යුද	O
විරෝධී	O
දෙදෙනෙක්	O
බිග්	LOC
බෙන්	LOC
කුළුණ	LOC
මුදුනට	O
නැගී	O
ධජයක්	O
ලෙළදීමට	O
සැලැස්වීමයි	O
.	O
සිංහල	NE
අලුත්	O
අවුරුදු	O
ලන්ඩනයේ	LOC
මෙවරත්	O
ජයට	O
ම	O
මෙවරත්	O
සිංහල	NE
හින්දු	NE
අලුත්	O
අවුරුදු	O
උළෙල	O
වෙනුවෙන්	O
ලන්ඩනය	LOC
පුරා	O
උත්සව	O
ගණනාවක්ම	O
සංවිධානය	O
කොට	O
ඇති	O
බව	O
අපට	O
දැනගන්නට	O
ලැබී	O
ඇත	O
.	O
ක්‍රොයිඩන්	LOC
පුරවරයේ	O
පිහිටි	O
තේම්ස්	LOC
බෞද්ධ	LOC
විහාරය	LOC
විසින්	O
සංවිධානය	O
කරන	O
අලුත්	O
අවුරුදු	O
උළෙල	O
ලබන	O
මස	O
11වැනි	O
දිනට	O
ෆාස්ට්	O
කෑෂ්	O
ආයතනයේ	O
මූලික	O
අනුග්‍රාහකත්වයෙන්	O
පැවැත්වීමට	O
නියමිත	O
ය	O
.	O
තේම්ස්	LOC
බෞද්ධ	LOC
විහාරයේ	LOC
ප්‍රධාන	O
සංඝනායක	O
පහළගම	PER
සෝමරතන	PER
හිමිපාණන්ගේ	O
මූලිකත්වයෙන්	O
පැවැත්වෙන	O
මෙම	O
උළෙල	O
ශ්‍රී	NE
ලංකා	NE
වාසීනට	O
ආවේණික	O
වූ	O
පරම්පරාගත	O
සංස්කෘතික	O
අංග	O
ගණනාවකින්	O
ම	O
අලංකාර	O
වනු	O
ඇත	O
.	O
දවස	O
මුළුල්ලේ	O
ම	O
පවතින	O
කෙළි	O
සෙල්ලම්වලට	O
අමතර	O
ව	O
පැමිණෙන	O
සියල්ලන්ට	O
ශ්‍රී	O
ලාංකික	O
ආහාරවල	O
රස	O
බැලීමේ	O
අවස්ථාව	O
ද	O
උදා	O
වෙනු	O
ඇත	O
.	O
මහා	O
සංඝයාට	O
පිදෙන	O
දානමය	O
පුණ්‍යකර්මය	O
ද	O
එදිනෙදා	O
කැපී	O
පෙනෙන	O
තවත්	O
විශේෂ	O
අංගයකි	O
.	O
"	O
හෙළ	O
සරණ	O
"	O
පතා	O
ලන්ඩනයේ	LOC
ජගත්	PER
,	O
බෙග්	PER
සහ	O
ජී.	O
එස්.	O
බී.	O
එක්සත්	LOC
රාජධානියේ	LOC
"	O
හෙළ	ORG
සරණ	ORG
"	O
ආයතනයට	O
ආධාර	O
පිණිස	O
පැවැත්වෙන	O
සංගීත	O
සංදර්ශනයක්	O
අද	O
(	O
28වැනි	O
දා	O
)	O
ලන්ඩනයේ	LOC
දී	O
පැවැත්වීමට	O
නියමිත	O
ය	O
.	O
සංගීතවේදී	O
ජගත්	PER
වික්‍රමසිංහ	PER
,	O
ඉෂාක්	PER
මොහිදීන්	PER
බෙග්	PER
සහ	O
ගීත	O
කෝකිලා	O
ජී.	O
එස්.	O
බී.	O
රාණි	PER
මෙම	O
සංදර්ශනයට	O
ගීත	O
ගායනයෙන්	O
හවුල්	O
වෙන	O
අතර	O
විජේරත්න	PER
රණතුංග	PER
,	O
ඩී.	O
ඩී.	O
ගුණසේකර	PER
සහ	O
හේමපාල	PER
පෙරේරා	PER
යන	O
ශීල්පීන්	O
වාදනයෙන්	O
හවුල්	O
වනු	O
ඇත	O
.	O
එක්සත්	LOC
රාජධානියේ	LOC
සිට	O
ශ්‍රී	LOC
ලංකාවේ	LOC
සුභ	O
සාධනය	O
වෙනුවෙන්	O
වෙහෙසන	O
පුණ්‍ය	O
ආයතන	O
අතර	O
ප්‍රමුඛ	O
ස්ථානයක්	O
ගන්නා	O
හෙළ	ORG
සරණ	ORG
සංවිධානය	O
1996	O
වසරේ	O
දී	O
ආරම්භ	O
වූ	O
අතර	O
ඒ	O
මුඛ්‍ය	O
අරමුණ	O
වූයේ	O
මායිම්	O
ගම්වල	O
වෙසෙන	O
පිරිස්වලට	O
නිවාස	O
තනා	O
දීම	O
ය	O
.	O
මේ	O
වන	O
විට	O
ඔවුන්	O
ජීවත්	O
වූ	O
ගරා	O
වැටුණු	O
කටුමැටි	O
නිවෙස්	O
වෙනුවට	O
ගඩොලින්	O
තනන	O
ලද	O
නිවාස	O
රාශියක්	O
ලබා	O
දීමට	O
හෙළ	ORG
සරණ	ORG
ආයතනය	O
සමත්	O
වී	O
ඇත	O
.	O
හෙළ	ORG
සරණ	ORG
ආයතනය	O
කිසි	O
විටෙකත්	O
මුදල්	O
,	O
ආහාර	O
හෝ	O
ඇඳුම්	O
වැනි	O
කෙටි	O
කාලීන	O
සහනාධාරවලට	O
